ebene_resultat;wahl_jahr;geoLevelName;kanton_nummer;kanton_bezeichnung;gemeinde_nummer;gemeinde_bezeichnung;partei_id_red1;partei_bezeichnung_de;partei_bezeichnung_fr;partei_bezeichnung_it;partei_bezeichnung_en;stimmen_partei;letzte_wahl_stimmen_partei;differenz_stimmen_partei;anzahl_listen;anzahl_kandidierende;anzahl_kandidierende_f;anzahl_kandidierende_m;anzahl_gewaehlte;anzahl_gewaehlte_f;anzahl_gewaehlte_m;letzte_wahl_anzahl_gewaehlte;letzte_wahl_anzahl_gewaehlte_f;letzte_wahl_anzahl_gewaehlte_m;differenz_anzahl_gewaehlte;differenz_anzahl_gewaehlte_f;differenz_anzahl_gewaehlte_m;fiktive_waehlende;letzte_wahl_fiktive_waehlende;differenz_fiktive_waehlende;partei_staerke;letzte_wahl_partei_staerke;differenz_partei_staerke;flag_staerkste_partei;partei_rang
Kanton;2023;Basel-Landschaft;13;Basel-Landschaft;;;35;Übrige;Autres;Altri;Others;9145;634;8511;2;5;1;4;0;0;0;0;0;0;0;0;0;1314.3926735;91.853969891;1223;1.5459987456;0.1159172271;1.4300815186;0;8
Kanton;2023;Schaffhausen;14;Schaffhausen;;;1;FDP;PLR;PLR;FDP;7933;6681;1252;5;9;3;6;0;0;0;0;0;0;0;0;0;3975.0424422;3352.8037658;622;12.203488909;11.034767528;1.1687213804;0;3
Kanton;2023;Schaffhausen;14;Schaffhausen;;;3;SP;PS;PS;SP;17822;15836;1986;2;4;3;1;1;1;0;1;1;0;0;0;0;8930.1911516;7947.1636634;983;27.415930837;26.15575192;1.2601789171;0;2
Kanton;2023;Schaffhausen;14;Schaffhausen;;;4;SVP;UDC;UDC;SVP;25399;23886;1513;5;10;2;8;1;0;1;1;0;1;0;0;0;12726.850245;11986.988587;740;39.07177799;39.451647535;-0.379869545;1;1
Kanton;2023;Schaffhausen;14;Schaffhausen;;;7;EVP;PEV;PEV;EVP;1605;1138;467;1;2;2;0;0;0;0;0;0;0;0;0;0;804.228302;571.09574697;233;2.4690028613;1.8795936906;0.5894091706;0;8
Kanton;2023;Schaffhausen;14;Schaffhausen;;;12;FGA;AVF;AVF;FGA;;1929;-1929;;;;;;;;0;0;0;0;0;0;;968.05245685;-968;;3.1860599554;-3.186059955;;
Kanton;2023;Schaffhausen;14;Schaffhausen;;;13;GRÜNE;VERT-E-S;VERDI;GREENS;3109;4135;-1026;2;4;2;2;0;0;0;0;0;0;0;0;0;1557.8478448;2075.1150384;-517;4.782635449;6.8296308531;-2.046995404;0;5
Kanton;2023;Schaffhausen;14;Schaffhausen;;;16;EDU;UDF;UDF;EDU;1117;2041;-924;1;1;0;1;0;0;0;0;0;0;0;0;0;559.70281205;1024.2587167;-465;1.7183029259;3.3710463292;-1.652743403;0;9
Kanton;2023;Schaffhausen;14;Schaffhausen;;;31;GLP;PVL;PVL;GLP;4407;3602;805;2;4;1;3;0;0;0;0;0;0;0;0;0;2208.2455619;1807.6334627;401;6.7793742116;5.9492939136;0.830080298;0;4
Kanton;2023;Schaffhausen;14;Schaffhausen;;;34;Mitte;Centre;Centro;Centre;1682;1297;385;1;2;0;2;0;0;0;0;0;0;0;0;0;842.81121743;650.88856223;192;2.5874534658;2.1422082748;0.445245191;0;7
Kanton;2023;Schaffhausen;14;Schaffhausen;;;35;Übrige;Autres;Altri;Others;1932;;1932;1;2;0;2;0;0;0;;;;0;0;0;968.08042335;;968;2.9720333508;;2.9720333508;0;6
Kanton;2023;Appenzell Ausserrhoden;15;Appenzell Ausserrhoden;;;1;FDP;PLR;PLR;FDP;6373;7561;-1188;;;;;0;0;0;0;0;0;0;0;0;6373;7561;-1188;35.721091867;48.436899423;-12.71580756;0;2
Kanton;2023;Appenzell Ausserrhoden;15;Appenzell Ausserrhoden;;;4;SVP;UDC;UDC;SVP;8502;7720;782;;;;;1;0;1;1;0;1;0;0;0;8502;7720;782;47.654279469;49.455477258;-1.80119779;1;1
Kanton;2023;Appenzell Ausserrhoden;15;Appenzell Ausserrhoden;;;34;Mitte;Centre;Centro;Centre;2836;;2836;;;;;0;0;0;;;;0;0;0;2836;;2836;15.895969957;;15.895969957;0;3
Kanton;2023;Appenzell Ausserrhoden;15;Appenzell Ausserrhoden;;;35;Übrige;Autres;Altri;Others;130;329;-199;;;;;0;0;0;0;0;0;0;0;0;130;329;-199;0.7286587075;2.1076233184;-1.378964611;0;4
Kanton;2023;Appenzell Innerrhoden;16;Appenzell Innerrhoden;;;3;SP;PS;PS;SP;;493;-493;;;;;;;;0;0;0;0;0;0;;493;-493;;8.730299274;-8.730299274;;
Kanton;2023;Appenzell Innerrhoden;16;Appenzell Innerrhoden;;;4;SVP;UDC;UDC;SVP;68;1642;-1574;;;;;0;0;0;0;0;0;0;0;0;68;1642;-1574;2.4320457797;29.077386223;-26.64534044;0;3
Kanton;2023;Appenzell Innerrhoden;16;Appenzell Innerrhoden;;;34;Mitte;Centre;Centro;Centre;2423;3460;-1037;;;;;1;0;1;1;0;1;0;0;0;2423;3460;-1037;86.659513591;61.271471578;25.388042013;1;1
Kanton;2023;Appenzell Innerrhoden;16;Appenzell Innerrhoden;;;35;Übrige;Autres;Altri;Others;305;52;253;;;;;0;0;0;0;0;0;0;0;0;305;52;253;10.908440629;0.9208429254;9.987597704;0;2
Kanton;2023;St. Gallen;17;St. Gallen;;;1;FDP;PLR;PLR;FDP;250067;238749;11318;5;57;24;33;2;1;1;2;1;1;0;0;0;21050.507389;20118.869817;932;14.449628224;14.994611338;-0.544983114;0;3
Kanton;2023;St. Gallen;17;St. Gallen;;;3;SP;PS;PS;SP;220292;202056;18236;3;36;22;14;2;2;0;2;2;0;0;0;0;18544.063686;17026.828844;1517;12.729138594;12.690110486;0.0390281073;0;4
Kanton;2023;St. Gallen;17;St. Gallen;;;4;SVP;UDC;UDC;SVP;596745;498675;98070;1;12;2;10;5;0;5;4;1;3;1;-1;2;50233.677503;42022.280327;8211;34.481732474;31.319242422;3.1624900519;1;1
Kanton;2023;St. Gallen;17;St. Gallen;;;7;EVP;PEV;PEV;EVP;25007;24907;100;2;22;8;14;0;0;0;0;0;0;0;0;0;2105.0759928;2098.8598508;6;1.4449801573;1.5642820895;-0.119301932;0;8
Kanton;2023;St. Gallen;17;St. Gallen;;;13;GRÜNE;VERT-E-S;VERDI;GREENS;149904;167752;-17848;4;48;25;23;1;1;0;1;1;0;0;0;0;12618.83919;14136.103814;-1517;8.6619068861;10.535650584;-1.873743697;0;5
Kanton;2023;St. Gallen;17;St. Gallen;;;14;SD;DS;DS;SD;2715;4006;-1291;1;3;0;3;0;0;0;0;0;0;0;0;0;228.54725958;337.57708927;-109;0.1568809184;0.251596501;-0.094715583;0;10
Kanton;2023;St. Gallen;17;St. Gallen;;;16;EDU;UDF;UDF;EDU;19883;14768;5115;1;12;3;9;0;0;0;0;0;0;0;0;0;1673.7403913;1244.4679117;429;1.1488999267;0.9275030272;0.2213968995;0;9
Kanton;2023;St. Gallen;17;St. Gallen;;;31;GLP;PVL;PVL;GLP;101161;116528;-15367;2;24;11;13;0;0;0;1;0;1;-1;0;-1;8515.67931;9819.5664149;-1304;5.8453887989;7.3185314703;-1.473142671;0;6
Kanton;2023;St. Gallen;17;St. Gallen;;;34;Mitte;Centre;Centro;Centre;325919;309162;16757;7;84;24;60;2;0;2;2;0;2;0;0;0;27435.688507;26052.423383;1383;18.832586391;19.41689402;-0.584307629;0;2
Kanton;2023;St. Gallen;17;St. Gallen;;;35;Übrige;Autres;Altri;Others;38919;15629;23290;3;13;4;9;0;0;0;0;0;0;0;0;0;3276.1807719;1317.0225482;1959;2.2488576296;0.9815780615;1.2672795681;0;7
Kanton;2023;Graubünden / Grigioni / Grischun;18;Graubünden / Grigioni / Grischun;;;1;FDP;PLR;PLR;FDP;40419;39429;990;3;14;6;8;1;1;0;1;1;0;0;0;0;8180.5020249;7952.0695177;228;13.743892114;13.630094131;0.113797983;0;4
Kanton;2023;Graubünden / Grigioni / Grischun;18;Graubünden / Grigioni / Grischun;;;3;SP;PS;PS;SP;52256;49521;2735;3;15;7;8;1;0;1;2;1;1;-1;-1;0;10576.221921;9987.4314485;589;17.768891518;17.118767695;0.6501238236;0;3
Kanton;2023;Graubünden / Grigioni / Grischun;18;Graubünden / Grigioni / Grischun;;;4;SVP;UDC;UDC;SVP;89958;86607;3351;5;25;6;19;2;1;1;1;1;0;1;0;1;18206.823552;17466.963015;740;30.588907364;29.938917101;0.6499902634;1;1
Kanton;2023;Graubünden / Grigioni / Grischun;18;Graubünden / Grigioni / Grischun;;;7;EVP;PEV;PEV;EVP;2999;;2999;1;5;2;3;0;0;0;;;;0;0;0;606.9750754;;607;1.0197662596;;1.0197662596;0;8
Kanton;2023;Graubünden / Grigioni / Grischun;18;Graubünden / Grigioni / Grischun;;;13;GRÜNE;VERT-E-S;VERDI;GREENS;15424;15958;-534;2;10;5;5;0;0;0;0;0;0;0;0;0;3121.7017549;3218.4210952;-97;5.2447064984;5.5164737157;-0.271767217;0;6
Kanton;2023;Graubünden / Grigioni / Grischun;18;Graubünden / Grigioni / Grischun;;;16;EDU;UDF;UDF;EDU;3472;;3472;1;5;1;4;0;0;0;;;;0;0;0;702.70672284;;703;1.1806030188;;1.1806030188;0;7
Kanton;2023;Graubünden / Grigioni / Grischun;18;Graubünden / Grigioni / Grischun;;;31;GLP;PVL;PVL;GLP;18381;24147;-5766;5;25;7;18;0;0;0;0;0;0;0;0;0;3720.1763458;4869.9845962;-1150;6.2501912699;8.347304851;-2.097113581;0;5
Kanton;2023;Graubünden / Grigioni / Grischun;18;Graubünden / Grigioni / Grischun;;;34;Mitte;Centre;Centro;Centre;70181;73617;-3436;4;20;9;11;1;0;1;1;0;1;0;0;0;14204.107291;14847.130327;-643;23.864026632;25.448442507;-1.584415875;0;2
Kanton;2023;Graubünden / Grigioni / Grischun;18;Graubünden / Grigioni / Grischun;;;35;Übrige;Autres;Altri;Others;997;;997;1;3;0;3;0;0;0;;;;0;0;0;201.78531183;;202;0.3390153254;;0.3390153254;0;9
Kanton;2023;Aargau;19;Aargau;;;1;FDP;PLR;PLR;FDP;416996;404732;12264;6;96;29;67;2;1;1;2;0;2;0;1;-1;26492.342966;25702.371105;790;13.053887717;13.554601603;-0.500713886;0;3
Kanton;2023;Aargau;19;Aargau;;;3;SP;PS;PS;SP;524588;491674;32914;7;111;57;54;3;2;1;3;2;1;0;0;0;33327.814204;31223.593911;2104;16.422010881;16.466316447;-0.044305566;0;2
Kanton;2023;Aargau;19;Aargau;;;4;SVP;UDC;UDC;SVP;1133774;941416;192358;2;32;8;24;7;2;5;6;1;5;1;1;0;72030.258452;59784.310102;12246;35.492327246;31.528317065;3.9640101808;1;1
Kanton;2023;Aargau;19;Aargau;;;7;EVP;PEV;PEV;EVP;110570;108794;1776;4;54;29;25;0;0;0;1;1;0;-1;-1;0;7024.6677707;6908.9268009;116;3.461348226;3.6435451774;-0.182196951;0;7
Kanton;2023;Aargau;19;Aargau;;;9;PdA/Sol.;PST/Sol.;PdL/Sol.;PdA/Sol.;3521;;3521;1;8;3;5;0;0;0;;;;0;0;0;223.69408719;;224;0.1102234521;;0.1102234521;0;10
Kanton;2023;Aargau;19;Aargau;;;13;GRÜNE;VERT-E-S;VERDI;GREENS;227412;292070;-64658;3;48;25;23;1;1;0;1;1;0;0;0;0;14447.804532;18547.80825;-4100;7.1190388239;9.7815158922;-2.662477068;0;6
Kanton;2023;Aargau;19;Aargau;;;16;EDU;UDF;UDF;EDU;31643;29768;1875;1;16;6;10;0;0;0;0;0;0;0;0;0;2010.3243399;1890.4069435;120;0.9905710583;0.9969396551;-0.006368597;0;9
Kanton;2023;Aargau;19;Aargau;;;31;GLP;PVL;PVL;GLP;271333;253970;17363;8;128;52;76;1;0;1;1;0;1;0;0;0;17238.167498;16128.280416;1110;8.493967606;8.5055349441;-0.011567338;0;5
Kanton;2023;Aargau;19;Aargau;;;34;Mitte;Centre;Centro;Centre;383333;387057;-3724;10;141;50;91;2;1;1;2;2;0;0;-1;1;24353.685182;24579.926106;-226;12.000081392;12.96266031;-0.962578918;0;4
Kanton;2023;Aargau;19;Aargau;;;35;Übrige;Autres;Altri;Others;91250;76457;14793;10;79;32;47;0;0;0;0;0;0;0;0;0;5797.2409702;4855.3763665;942;2.8565435979;2.5605689067;0.2959746912;0;8
Kanton;2023;Thurgau;20;Thurgau;;;1;FDP;PLR;PLR;FDP;52354;49376;2978;2;12;3;9;1;1;0;0;0;0;1;1;0;8753.9097068;8273.9437497;480;10.745608184;11.453251962;-0.707643778;0;3
Kanton;2023;Thurgau;20;Thurgau;;;3;SP;PS;PS;SP;49926;54501;-4575;3;18;9;9;1;1;0;1;1;0;0;0;0;8347.9332243;9132.7407709;-785;10.247263517;12.642046443;-2.394782926;0;4
Kanton;2023;Thurgau;20;Thurgau;;;4;SVP;UDC;UDC;SVP;196316;158108;38208;2;12;5;7;3;1;2;3;2;1;0;-1;1;32825.23853;26494.181351;6331;40.293670325;36.674715675;3.6189546497;1;1
Kanton;2023;Thurgau;20;Thurgau;;;7;EVP;PEV;PEV;EVP;11927;11499;428;2;12;6;6;0;0;0;0;0;0;0;0;0;1994.2675072;1926.8891603;67;2.4480052872;2.667306876;-0.219301589;0;9
Kanton;2023;Thurgau;20;Thurgau;;;13;GRÜNE;VERT-E-S;VERDI;GREENS;41501;45694;-4193;4;24;11;13;0;0;0;1;0;1;-1;0;-1;6939.2215828;7656.9504557;-718;8.5180403643;10.599175615;-2.08113525;0;5
Kanton;2023;Thurgau;20;Thurgau;;;16;EDU;UDF;UDF;EDU;13664;12283;1381;2;12;2;10;0;0;0;0;0;0;0;0;0;2284.7045543;2058.2641583;226;2.8045228678;2.8491634366;-0.044640569;0;8
Kanton;2023;Thurgau;20;Thurgau;;;31;GLP;PVL;PVL;GLP;32374;35126;-2752;8;44;13;31;0;0;0;0;0;0;0;0;0;5413.1312383;5886.0691055;-473;6.644732386;8.1478234043;-1.503091018;0;6
Kanton;2023;Thurgau;20;Thurgau;;;34;Mitte;Centre;Centro;Centre;74743;64522;10221;11;64;26;38;1;0;1;1;0;1;0;0;0;12497.487742;10811.961249;1686;15.340928916;14.966516589;0.3744123275;0;2
Kanton;2023;Thurgau;20;Thurgau;;;35;Übrige;Autres;Altri;Others;14408;;14408;2;12;4;8;0;0;0;;;;0;0;0;2409.1059147;;2409;2.9572281528;;2.9572281528;0;7
Kanton;2023;Ticino;21;Ticino;;;1;FDP;PLR;PLR;FDP;173248;172015;1233;3;21;6;15;2;0;2;2;0;2;0;0;0;22211.054282;22066.179041;145;21.149960752;20.526678178;0.6232825735;1;1
Kanton;2023;Ticino;21;Ticino;;;3;SP;PS;PS;SP;102354;117874;-15520;3;22;11;11;1;0;1;1;1;0;0;-1;1;13122.173128;15120.941711;-1999;12.495284695;14.065992289;-1.570707594;0;5
Kanton;2023;Ticino;21;Ticino;;;4;SVP;UDC;UDC;SVP;123385;97701;25684;5;40;12;28;2;0;2;1;0;1;1;0;1;15818.42753;12533.138148;3285;15.062730348;11.658733161;3.4039971871;0;3
Kanton;2023;Ticino;21;Ticino;;;9;PdA/Sol.;PST/Sol.;PdL/Sol.;PdA/Sol.;;6959;-6959;;;;;;;;0;0;0;0;0;0;;892.70435688;-893;;0.8304226576;-0.830422658;;
Kanton;2023;Ticino;21;Ticino;;;13;GRÜNE;VERT-E-S;VERDI;GREENS;74352;101514;-27162;5;40;24;16;1;1;0;1;1;0;0;0;0;9532.2099419;13022.27189;-3490;9.0768256015;12.113741293;-3.036915692;0;7
Kanton;2023;Ticino;21;Ticino;;;16;EDU;UDF;UDF;EDU;;8851;-8851;;;;;;;;0;0;0;0;0;0;;1135.41116;-1135;;1.056196428;-1.056196428;;
Kanton;2023;Ticino;21;Ticino;;;18;Lega;Lega;Lega;Lega;110448;141853;-31405;5;40;11;29;1;0;1;1;0;1;0;0;0;14159.854794;18196.981051;-4037;13.483392969;16.927424234;-3.444031265;0;4
Kanton;2023;Ticino;21;Ticino;;;31;GLP;PVL;PVL;GLP;12388;8287;4101;2;16;6;10;0;0;0;0;0;0;0;0;0;1588.1888417;1063.0609291;525;1.5123159505;0.9888938875;0.523422063;0;8
Kanton;2023;Ticino;21;Ticino;;;34;Mitte;Centre;Centro;Centre;144822;152507;-7685;5;38;14;24;1;0;1;2;0;2;-1;0;-1;18566.73268;19563.682046;-997;17.679740118;18.198773996;-0.519033878;0;2
Kanton;2023;Ticino;21;Ticino;;;35;Übrige;Autres;Altri;Others;78144;30446;47698;5;39;16;23;0;0;0;0;0;0;0;0;0;10018.358803;3905.6296666;6113;9.5397495669;3.6331438759;5.906605691;0;6
Kanton;2023;Vaud;22;Vaud;;;1;FDP;PLR;PLR;FDP;767775;791855;-24080;3;57;23;34;4;1;3;5;2;3;-1;-1;0;41721.600164;42839.647924;-1118;22.365194918;23.339751958;-0.97455704;0;2
Kanton;2023;Vaud;22;Vaud;;;3;SP;PS;PS;SP;867689;691700;175989;2;38;20;18;6;2;4;5;2;3;1;0;1;47151.018885;37421.225438;9730;25.275677918;20.387705362;4.887972556;1;1
Kanton;2023;Vaud;22;Vaud;;;4;SVP;UDC;UDC;SVP;657844;589612;68232;3;57;5;52;4;0;4;3;0;3;1;0;1;35747.848443;31898.226938;3850;19.162917894;17.378684016;1.7842338777;0;3
Kanton;2023;Vaud;22;Vaud;;;7;EVP;PEV;PEV;EVP;25259;44108;-18849;1;12;3;9;0;0;0;0;0;0;0;0;0;1372.5973085;2386.2590886;-1014;0.7357916817;1.3000735985;-0.564281917;0;9
Kanton;2023;Vaud;22;Vaud;;;9;PdA/Sol.;PST/Sol.;PdL/Sol.;PdA/Sol.;149132;138031;11101;2;38;20;18;0;0;0;0;0;0;0;0;0;8103.9701419;7467.5280734;636;4.3441975169;4.0684333653;0.2757641516;0;7
Kanton;2023;Vaud;22;Vaud;;;13;GRÜNE;VERT-E-S;VERDI;GREENS;463882;667608;-203726;2;38;18;20;3;2;1;4;3;1;-1;-1;0;25207.774839;36117.839341;-10910;13.51282778;19.677598961;-6.16477118;0;4
Kanton;2023;Vaud;22;Vaud;;;14;SD;DS;DS;SD;;2435;-2435;;;;;;;;0;0;0;0;0;0;;131.73439922;-132;;0.0717710894;-0.071771089;;
Kanton;2023;Vaud;22;Vaud;;;16;EDU;UDF;UDF;EDU;21095;11268;9827;1;8;1;7;0;0;0;0;0;0;0;0;0;1146.3217159;609.60296115;537;0.6144948544;0.3321218216;0.2823730327;0;10
Kanton;2023;Vaud;22;Vaud;;;31;GLP;PVL;PVL;GLP;258727;284065;-25338;3;57;26;31;1;1;0;2;1;1;-1;0;-1;14059.463314;15368.021402;-1309;7.5366869013;8.3727533954;-0.836066494;0;5
Kanton;2023;Vaud;22;Vaud;;;34;Mitte;Centre;Centro;Centre;152961;95035;57926;3;52;16;36;1;1;0;0;0;0;1;1;0;8312.0415261;5141.4285954;3171;4.4557358339;2.8011357222;1.6546001117;0;6
Kanton;2023;Vaud;22;Vaud;;;35;Übrige;Autres;Altri;Others;68537;77014;-8477;2;28;9;19;0;0;0;0;0;0;0;0;0;3724.3636618;4166.4858405;-442;1.9964747017;2.2699707109;-0.273496009;0;8
Kanton;2023;Valais / Wallis;23;Valais / Wallis;;;1;FDP;PLR;PLR;FDP;126257;153775;-27518;6;33;11;22;1;0;1;1;0;1;0;0;0;16081.681786;19598.5483;-3517;14.661696482;16.481001968;-1.819305486;0;3
Kanton;2023;Valais / Wallis;23;Valais / Wallis;;;3;SP;PS;PS;SP;123170;140579;-17409;9;42;24;18;1;0;1;1;0;1;0;0;0;15688.482584;17916.724575;-2228;14.303216104;15.066706393;-0.763490289;0;4
Kanton;2023;Valais / Wallis;23;Valais / Wallis;;;4;SVP;UDC;UDC;SVP;210727;184518;26209;7;49;11;38;2;0;2;2;0;2;0;0;0;26840.844926;23516.728566;3324;24.470843712;19.775916248;4.6949274638;0;2
Kanton;2023;Valais / Wallis;23;Valais / Wallis;;;8;CSP;PCS;PCS;CSP;;9615;-9615;;;;;;;;0;0;0;0;0;0;;1225.4270324;-1225;;1.0304980258;-1.030498026;;
Kanton;2023;Valais / Wallis;23;Valais / Wallis;;;9;PdA/Sol.;PST/Sol.;PdL/Sol.;PdA/Sol.;6352;;6352;1;7;2;5;0;0;0;;;;0;0;0;809.07072643;;809;0.7376311496;;0.7376311496;0;7
Kanton;2023;Valais / Wallis;23;Valais / Wallis;;;13;GRÜNE;VERT-E-S;VERDI;GREENS;72408;98794;-26386;3;22;12;10;1;0;1;1;0;1;0;0;0;9222.7948928;12591.246827;-3368;8.4084377014;10.588353818;-2.179916117;0;5
Kanton;2023;Valais / Wallis;23;Valais / Wallis;;;31;GLP;PVL;PVL;GLP;17498;7429;10069;2;14;5;9;0;0;0;0;0;0;0;0;0;2228.7656755;946.82240495;1282;2.0319694357;0.7962111112;1.2357583245;0;6
Kanton;2023;Valais / Wallis;23;Valais / Wallis;;;34;Mitte;Centre;Centro;Centre;304723;324554;-19831;8;46;19;27;3;0;3;3;0;3;0;0;0;38813.359409;41364.248057;-2551;35.386205415;34.784426029;0.6017793857;1;1
Kanton;2023;Valais / Wallis;23;Valais / Wallis;;;35;Übrige;Autres;Altri;Others;;13780;-13780;;;;;;;;0;0;0;0;0;0;;1756.2542388;-1756;;1.4768864062;-1.476886406;;
Kanton;2023;Neuchâtel;24;Neuchâtel;;;1;FDP;PLR;PLR;FDP;37359;39049;-1690;2;8;5;3;1;0;1;1;0;1;0;0;0;9446.1735067;9889.582481;-443;20.959824058;22.348833882;-1.389009823;0;2
Kanton;2023;Neuchâtel;24;Neuchâtel;;;3;SP;PS;PS;SP;40116;29064;11052;2;8;5;3;1;0;1;1;0;1;0;0;0;10143.277293;7360.773009;2783;22.506606224;16.634139362;5.8724668623;1;1
Kanton;2023;Neuchâtel;24;Neuchâtel;;;4;SVP;UDC;UDC;SVP;30838;22118;8720;2;6;1;5;1;0;1;0;0;0;1;0;1;7797.3473219;5601.6232251;2196;17.301294315;12.658749463;4.6425448516;0;3
Kanton;2023;Neuchâtel;24;Neuchâtel;;;7;EVP;PEV;PEV;EVP;1883;;1883;1;4;1;3;0;0;0;;;;0;0;0;476.11404783;;476;1.056434827;;1.056434827;0;8
Kanton;2023;Neuchâtel;24;Neuchâtel;;;9;PdA/Sol.;PST/Sol.;PdL/Sol.;PdA/Sol.;20806;24678;-3872;2;8;6;2;0;0;0;1;0;1;-1;0;-1;5260.7694526;6249.9709715;-989;11.672959645;14.123909;-2.450949355;0;5
Kanton;2023;Neuchâtel;24;Neuchâtel;;;13;GRÜNE;VERT-E-S;VERDI;GREENS;29398;36357;-6959;2;8;4;4;1;0;1;1;0;1;0;0;0;7433.2452354;9207.8043039;-1775;16.493399386;20.808127057;-4.314727671;0;4
Kanton;2023;Neuchâtel;24;Neuchâtel;;;16;EDU;UDF;UDF;EDU;1174;;1174;1;1;0;1;0;0;0;;;;0;0;0;296.84433997;;297;0.6586587822;;0.6586587822;0;9
Kanton;2023;Neuchâtel;24;Neuchâtel;;;31;GLP;PVL;PVL;GLP;12056;15843;-3787;3;12;5;7;0;0;0;0;0;0;0;0;0;3048.3435798;4012.4114637;-964;6.7638758759;9.0673916154;-2.303515739;0;6
Kanton;2023;Neuchâtel;24;Neuchâtel;;;34;Mitte;Centre;Centro;Centre;4611;7291;-2680;1;4;2;2;0;0;0;0;0;0;0;0;0;1165.8852228;1846.5247732;-681;2.5869468865;4.1728430391;-1.585896153;0;7
Kanton;2023;Neuchâtel;24;Neuchâtel;;;35;Übrige;Autres;Altri;Others;;325;-325;;;;;;;;0;0;0;0;0;0;;82.3097725;-82;;0.1860065818;-0.186006582;;
Kanton;2023;Genève;25;Genève;;;1;FDP;PLR;PLR;FDP;195801;210473;-14672;2;11;5;6;2;1;1;2;1;1;0;0;0;16581.332679;17803.540343;-1222;15.665822039;17.927960388;-2.262138349;0;2
Kanton;2023;Genève;25;Genève;;;3;SP;PS;PS;SP;229396;172932;56464;2;24;12;12;3;2;1;2;1;1;1;1;0;19426.312385;14628.013278;4798;18.353720934;14.730241151;3.6234797824;1;1
Kanton;2023;Genève;25;Genève;;;4;SVP;UDC;UDC;SVP;190786;160261;30525;3;23;7;16;2;1;1;2;1;1;0;0;0;16156.639325;13556.195706;2600;15.264577421;13.650933183;1.6136442383;0;4
Kanton;2023;Genève;25;Genève;;;7;EVP;PEV;PEV;EVP;5002;8246;-3244;1;2;1;1;0;0;0;0;0;0;0;0;0;423.59245388;697.5146155;-274;0.4002045027;0.7023891965;-0.302184694;0;10
Kanton;2023;Genève;25;Genève;;;9;PdA/Sol.;PST/Sol.;PdL/Sol.;PdA/Sol.;31592;87141;-55549;1;12;6;6;0;0;0;1;1;0;-1;-1;0;2675.356418;7371.1036999;-4696;2.5276410737;7.4226166596;-4.894975586;0;9
Kanton;2023;Genève;25;Genève;;;13;GRÜNE;VERT-E-S;VERDI;GREENS;192077;288938;-96861;4;43;22;21;2;1;1;3;2;1;-1;-1;0;16265.967166;24440.756485;-8175;15.367868907;24.611560716;-9.243691809;0;3
Kanton;2023;Genève;25;Genève;;;16;EDU;UDF;UDF;EDU;;1312;-1312;;;;;;;;0;0;0;0;0;0;;110.97976904;-111;;0.1117553512;-0.111755351;;
Kanton;2023;Genève;25;Genève;;;31;GLP;PVL;PVL;GLP;84225;63922;20303;5;43;16;27;0;0;0;1;0;1;-1;0;-1;7132.5618609;5407.0493879;1726;6.7387493489;5.4448365535;1.2939127954;0;7
Kanton;2023;Genève;25;Genève;;;33;MCR;MCR;MCR;MCR;153734;63100;90634;3;24;11;13;2;0;2;0;0;0;2;0;2;13018.904899;5337.5178557;7681;12.30008777;5.3748191003;6.9252686695;0;5
Kanton;2023;Genève;25;Genève;;;34;Mitte;Centre;Centro;Centre;102009;94336;7673;3;31;15;16;1;0;1;1;0;1;0;0;0;8638.5930884;7979.7160767;659;8.161627573;8.035482324;0.126145249;0;6
Kanton;2023;Genève;25;Genève;;;35;Übrige;Autres;Altri;Others;65239;23332;41907;6;38;24;14;0;0;0;0;0;0;0;0;0;5524.7397239;1973.612783;3551;5.2197004307;1.9874053764;3.2322950543;0;8
Kanton;2023;Jura;26;Jura;;;1;FDP;PLR;PLR;FDP;4058;4071;-13;3;6;3;3;0;0;0;0;0;0;0;0;0;2034.7235543;2040.8534748;-6;8.6720519725;9.0736860875;-0.401634115;0;5
Kanton;2023;Jura;26;Jura;;;3;SP;PS;PS;SP;13863;12118;1745;2;4;1;3;1;0;1;1;0;1;0;0;0;6951.0528914;6074.9354968;876;29.625593025;27.009316632;2.616276393;1;1
Kanton;2023;Jura;26;Jura;;;4;SVP;UDC;UDC;SVP;8938;6493;2445;3;6;2;4;1;0;1;0;0;0;1;0;1;4481.606488;3255.0384701;1227;19.100739411;14.471983239;4.6287561721;0;3
Kanton;2023;Jura;26;Jura;;;7;EVP;PEV;PEV;EVP;416;643;-227;1;2;0;2;0;0;0;0;0;0;0;0;0;208.58674189;322.34556234;-114;0.8890028636;1.4331565105;-0.544153647;0;8
Kanton;2023;Jura;26;Jura;;;8;CSP;PCS;PCS;CSP;;4320;-4320;;;;;;;;0;0;0;0;0;0;;2165.6809165;-2166;;9.6286720456;-9.628672046;;
Kanton;2023;Jura;26;Jura;;;13;GRÜNE;VERT-E-S;VERDI;GREENS;5187;7010;-1823;2;4;3;1;0;0;0;0;0;0;0;0;0;2600.8159379;3514.2183391;-913;11.084754456;15.624303481;-4.539549026;0;4
Kanton;2023;Jura;26;Jura;;;31;GLP;PVL;PVL;GLP;1123;;1123;2;4;1;3;0;0;0;;;;0;0;0;563.08392102;;563;2.3998803265;;2.3998803265;0;6
