kanton_nummer;kanton_bezeichnung;liste_nummer;liste_nummer_kanton;liste_bezeichnung;liste_1;liste_2;liste_3;liste_4;liste_5;liste_6;liste_7;liste_8;liste_9;liste_10;liste_11;liste_12;liste_13;liste_14;liste_15;liste_16;liste_17;liste_18;liste_19;liste_20;liste_21;liste_22;liste_23;liste_24;liste_25;liste_26;liste_27;liste_28;liste_29;liste_30;liste_31;liste_32;liste_33;liste_34;liste_35;liste_36;liste_37;liste_38;liste_39;liste_40;liste_41;liste_42;liste_43;liste_44;liste_45;liste_46;liste_47;liste_48;liste_49;liste_50;liste_51;liste_52;liste_ohne_listenbezeichnung;stimmen_liste_veraendert;stimmen_liste_unveraendert;stimmen_liste;wahlzettel_liste_unveraendert;wahlzettel_liste_veraendert;wahlzettel_liste;wahlzettel_ohne_listenbez
18;Graubünden / Grigioni / Grischun;22;22;GLP Grünliberale Graubünden - Plus 2;15;0;4;10;0;0;33;21;7;0;5;32;56;1;116;0;1;0;6;133;14;295;20;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;633;1414;325;1739;65;96;161;
18;Graubünden / Grigioni / Grischun;23;23;GLP Grünliberale Graubünden - Plus 3;3;0;2;5;0;5;14;9;2;0;5;21;35;1;47;2;0;0;4;113;8;16;144;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;350;789;215;1004;43;58;101;
18;Graubünden / Grigioni / Grischun;24;24;GLP Grünliberale Graubünden - Junge;3;1;1;3;0;0;11;4;6;1;2;14;25;4;39;1;3;1;0;84;16;8;5;190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;294;716;405;1121;81;65;146;
18;Graubünden / Grigioni / Grischun;25;25;SVP Senioren - Schweizerische Volkspartei;785;19;1;10;92;1;7;0;0;6;2;17;71;0;2;0;4;0;0;2;0;0;0;0;481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;749;2249;650;2899;130;121;251;
18;Graubünden / Grigioni / Grischun;99;;Listen ohne Listenbezeichnung/listes sans dénomination;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12045
19;Aargau;1;1a;SVP – Schweizerische Volkspartei;503638;762;1292;0;15;11;7;28;4;15738;98;49;42;74;100;7424;56;92;120;20;193;250;33;188;98;524;6;66;1502;34;2;11;17;13;0;6;1601;19;2;9;53;23;25;8;1989;219;330;2158;9;72;1212;66;42223;582531;519968;1102499;32498;35537;68035;
19;Aargau;2;1b;JSVP – Junge Schweizerische Volkspartei;6616;5103;47;19;3;0;0;11;7;415;40;4;4;4;19;234;1;9;13;0;29;26;4;12;11;15;4;7;68;14;1;0;1;1;0;0;51;2;0;0;9;2;10;3;161;32;48;230;0;9;165;12;3863;17339;13936;31275;871;417;1288;
19;Aargau;3;2a;SP – Sozialdemokratische Partei;3266;19;176198;431;257;173;169;328;200;2742;37;24;13;16;45;6234;50;98;70;19;97;92;17;34;60;11145;428;204;6316;195;15;24;138;48;25;12;1390;12;15;10;72;5;71;5;26;206;28;67;50;82;53;27;26372;237730;195968;433698;12248;14770;27018;
19;Aargau;4;2b;JUSO – SP Jungsozialist*innen;66;5;2039;4095;24;23;20;29;26;38;9;3;2;0;0;115;3;3;6;2;9;2;1;0;0;385;187;12;125;36;0;1;8;2;0;1;24;2;0;3;5;0;3;0;0;38;0;4;9;11;4;1;1924;9305;6160;15465;385;335;720;
19;Aargau;5;2c;SP E&K – Energie und Klima;182;2;2868;29;2567;73;38;58;60;103;2;2;0;1;8;228;1;9;4;2;13;12;0;4;10;851;134;38;437;74;9;6;35;9;19;5;63;8;1;3;19;3;25;2;0;41;5;11;0;12;4;0;3504;11594;6816;18410;426;239;665;
19;Aargau;6;2d;SP F&J – Familie und Jugend;95;3;2267;66;60;2020;46;60;58;72;2;1;1;0;7;177;0;12;9;4;12;0;0;0;3;483;111;20;234;33;4;5;11;9;3;0;81;8;1;0;11;2;30;0;3;26;4;7;5;9;5;1;2578;8659;5312;13971;332;186;518;
19;Aargau;7;2e;SP GfV – Gemeinsam für Vielfalt;68;1;2459;63;53;68;1606;60;50;55;3;0;0;0;0;189;1;10;2;4;9;21;0;0;0;588;128;19;284;54;5;0;15;11;6;1;56;0;0;2;4;0;13;4;0;16;3;7;26;14;2;0;2521;8501;2608;11109;163;141;304;
19;Aargau;8;2f;SP GE – Gesundheit;187;3;3389;58;75;90;50;3487;53;144;5;2;1;7;15;286;7;5;13;2;14;11;7;1;5;783;97;30;511;85;7;6;44;40;11;1;81;11;0;3;38;0;45;2;2;36;5;14;2;18;7;1;4608;14405;6608;21013;413;306;719;
19;Aargau;9;2g;SP K&K – Kunst und Kultur;54;0;1893;65;44;52;28;28;1440;70;2;1;1;0;2;137;1;16;7;0;4;2;0;2;2;602;152;49;265;52;4;3;16;12;6;0;19;6;2;0;11;0;26;0;0;30;6;4;3;55;8;0;2556;7738;3184;10922;199;152;351;
19;Aargau;10;3a;FDP.Die Liberalen;19518;120;2688;4;20;18;4;32;24;161939;480;87;70;140;138;8311;83;90;137;34;157;123;32;34;53;855;14;24;4659;59;14;40;53;28;8;16;1206;9;6;14;28;6;18;3;206;108;11;137;0;45;101;20;25790;227814;123072;350886;7692;13354;21046;
19;Aargau;11;3b;FDP.Die Liberalen – Jungfreisinnige;1029;41;217;16;4;10;5;6;8;2515;3194;23;17;29;29;554;3;22;12;6;14;6;4;5;14;94;5;8;357;48;4;17;30;6;9;5;73;2;0;6;9;6;12;4;11;38;5;13;2;17;13;0;2783;11360;5584;16944;349;277;626;
19;Aargau;12;3c;FDP 60+ – Liberal für 60+;533;8;154;1;2;2;0;2;4;1292;21;1112;11;11;27;301;9;13;17;3;14;6;9;0;6;56;2;1;154;4;2;3;12;0;3;3;91;0;0;1;7;3;11;1;11;19;2;8;0;18;16;2;1880;5868;3872;9740;242;96;338;
19;Aargau;13;3d;FDP Regio – Liberal für Gemeinden und Regionen;779;9;180;0;5;3;0;7;4;1997;41;15;1278;22;42;550;11;23;25;1;36;27;4;6;10;58;3;3;299;28;2;2;35;7;1;7;61;0;0;2;3;0;15;1;1;17;3;13;0;7;18;0;2466;8127;2544;10671;159;107;266;
19;Aargau;14;3e;FDP Unt. – Liberal für Unternehmen;988;25;114;0;5;2;0;17;2;1791;32;12;24;2027;34;504;8;14;12;14;28;43;8;22;16;40;1;5;228;8;0;5;9;3;4;4;39;4;0;2;6;2;7;3;30;20;9;27;0;10;19;0;2849;9076;4480;13556;280;163;443;
19;Aargau;15;3f;FDP G+S – Liberal für Gesundheit und Sicherheit;962;35;234;0;3;7;0;21;3;1991;53;14;36;44;2565;579;23;25;27;4;23;17;8;6;15;90;5;5;376;15;4;8;37;14;0;7;73;1;0;2;6;2;10;0;31;28;7;7;0;6;16;0;3450;10895;4304;15199;269;214;483;
19;Aargau;16;4a;DieMitte.Miteinander.Für den Aargau.;10512;56;4713;9;45;28;11;43;9;9146;72;40;40;44;63;125894;197;344;359;120;530;327;62;221;205;1731;29;72;5249;72;22;20;65;30;5;24;1916;29;10;7;59;14;51;7;144;100;26;97;8;56;75;13;23193;186214;94384;280598;5899;11315;17214;
19;Aargau;17;4b;MitteAR.Miteinander.Für Aarau Regio.;258;15;126;0;5;5;2;10;2;379;15;3;12;11;14;838;1982;30;19;8;36;27;1;2;16;53;3;4;281;18;1;11;33;7;1;6;69;6;1;2;5;1;16;0;8;8;0;6;0;6;8;0;1822;6192;1856;8048;116;183;299;
19;Aargau;18;4c;MitteBad.Miteinander.Für den Bezirk Baden.;398;10;430;2;19;22;3;20;14;588;30;4;14;12;20;2459;41;3730;59;27;61;18;17;21;20;144;9;1;671;75;5;22;97;21;9;12;125;1;8;5;9;2;41;0;3;34;6;14;0;9;14;3;3718;13097;5232;18329;327;332;659;
19;Aargau;19;4d;MitteBZ.Miteinander.Für Brugg und das Zurzibiet.;699;34;255;3;7;6;2;12;4;583;16;5;14;2;38;2352;39;76;4224;21;62;37;9;17;32;136;5;4;358;39;0;5;34;23;3;9;142;2;0;4;36;3;44;7;13;26;9;10;1;17;5;3;3382;12869;2528;15397;158;352;510;
19;Aargau;20;4e;MitteExe.Miteinander.Für die Städte und Gemeinden.;309;10;146;0;8;4;1;7;3;325;14;10;10;3;12;1099;36;45;24;1389;30;12;12;11;18;49;5;1;243;25;4;1;31;3;8;4;66;1;1;2;3;3;13;0;6;11;3;4;0;7;3;1;1731;5767;736;6503;46;114;160;
19;Aargau;21;4f;MitteFA.Miteinander.Für das Freiamt.;669;11;359;4;7;10;2;11;13;393;4;4;12;7;24;2274;30;45;39;21;5504;21;10;37;20;124;3;23;656;67;0;16;94;12;15;14;103;3;3;4;14;5;55;1;5;19;16;6;0;15;17;2;3674;14497;7088;21585;443;474;917;
19;Aargau;22;4g;MitteFT.Miteinander.Für das Fricktal.;380;4;165;0;8;0;0;0;2;226;5;1;2;9;3;1093;9;9;8;5;8;4193;3;12;3;59;1;7;108;9;0;5;7;0;9;2;41;0;2;1;2;0;6;0;2;3;2;9;4;4;10;0;1525;7966;4400;12366;275;353;628;
19;Aargau;23;4h;MitteKL.Miteinander.Für Kulm und Lenzburg.;139;3;135;0;5;10;7;9;5;131;4;3;3;3;4;603;12;33;20;5;30;17;822;12;13;64;1;4;211;27;2;3;11;4;11;7;63;0;0;1;6;2;23;1;1;13;6;0;0;7;0;1;1442;3939;1472;5411;92;73;165;
19;Aargau;24;4i;MitteLA.Miteinander.Für Land- & Ernährungswirtschaft.;1106;20;153;0;0;7;0;4;5;325;13;3;15;17;9;1542;11;67;29;6;91;37;8;2037;8;102;3;28;150;14;3;1;8;3;3;7;91;0;0;5;11;1;7;1;11;14;6;17;2;13;16;2;2344;8376;768;9144;48;176;224;
19;Aargau;25;4j;MitteZof.Miteinander.Für den Bezirk Zofingen.;226;21;132;0;3;4;1;3;0;178;1;8;10;4;7;579;13;31;35;8;30;12;3;2;1680;37;2;1;119;11;3;3;5;4;2;1;41;2;1;0;16;3;24;0;9;25;13;13;0;11;10;0;1757;5104;848;5952;53;157;210;
19;Aargau;26;5a;GRÜNE;1158;9;17921;171;178;84;72;158;115;1560;21;17;10;6;16;3266;27;36;50;10;72;37;14;20;28;62200;809;260;5403;214;7;11;96;43;29;12;1002;18;9;15;69;4;75;1;8;156;29;73;37;54;18;4;18065;113777;71392;185169;4462;5801;10263;
19;Aargau;27;5b;JG – Junge Grüne;45;1;1824;184;66;33;39;49;34;62;14;7;2;0;2;172;3;6;6;4;10;5;0;1;4;2397;4430;91;333;116;2;4;13;10;3;8;69;15;4;0;11;1;24;0;3;43;3;12;19;9;9;2;3576;13780;8272;22052;517;448;965;
19;Aargau;28;5c;GRÜNE Bio-Bäuerinnen*;347;11;1630;21;58;27;27;57;39;156;8;3;2;5;5;434;11;7;3;1;27;32;2;37;1;2406;174;2998;605;30;6;6;14;12;6;13;133;5;2;7;25;0;31;0;1;79;21;40;29;37;38;5;3573;13247;6944;20191;434;270;704;
19;Aargau;29;6a;GLP – Grünliberale Partei;2094;25;5159;21;42;17;34;53;21;4359;39;11;8;39;22;5010;61;78;53;17;112;55;7;11;5;3260;69;68;73145;336;25;121;228;79;60;101;755;10;2;2;42;14;57;6;29;153;23;55;4;44;39;10;16040;112130;88208;200338;5513;7192;12705;
19;Aargau;30;6b;JGLP – Junge Grünliberale;198;9;805;22;51;21;14;44;35;240;31;2;1;3;10;489;30;35;34;12;36;8;6;7;6;424;81;43;2230;5000;16;31;103;35;35;15;104;18;3;0;48;3;101;3;8;87;18;6;2;35;16;5;4917;15536;7392;22928;462;484;946;
19;Aargau;31;6c;GLP-S – Grünliberale Seniorinnen und Senioren;71;0;202;2;5;0;2;9;10;176;9;7;5;5;10;203;10;15;11;7;11;3;3;4;8;95;10;7;771;65;563;27;61;2;32;5;25;1;0;2;4;1;26;0;2;17;5;12;0;10;1;2;1720;4254;1584;5838;99;49;148;
19;Aargau;32;6d;GLP-W – Wirtschaft, Industrie und Gewerbe;51;1;117;1;2;2;1;1;6;99;8;1;2;3;5;189;3;7;4;2;13;2;0;0;1;81;3;0;784;70;4;1177;79;12;13;9;17;1;0;0;2;0;6;0;0;8;1;0;0;0;0;1;1214;4003;2400;6403;150;110;260;
19;Aargau;33;6e;GLP-Wi – Wissenschaft und Forschung;86;3;400;3;23;11;7;19;15;268;14;5;8;6;19;430;23;45;19;5;30;11;5;6;10;245;26;16;1907;152;8;58;3213;50;38;28;60;0;1;0;12;4;36;2;1;41;1;2;1;11;4;3;3269;10660;6480;17140;405;320;725;
19;Aargau;34;6f;GLP-G – Gesundheit, Pflege und Medizin;85;1;314;8;5;10;5;42;12;93;7;4;1;7;16;230;13;22;6;1;12;4;1;4;7;150;14;10;979;102;8;31;91;1350;32;9;53;3;0;2;19;0;18;0;4;26;4;6;0;6;10;0;2035;5872;3040;8912;190;127;317;
19;Aargau;35;6g;GLP-E – Gesellschaft und Engagement;54;3;160;0;16;2;2;7;0;66;2;3;3;2;4;140;3;3;4;0;6;13;2;0;2;79;5;1;660;52;3;20;57;12;555;6;22;0;0;0;1;0;7;1;0;4;0;0;2;4;2;0;984;2974;1216;4190;76;64;140;
19;Aargau;36;6h;GLP-M – GLP Mutschellen;29;0;217;2;11;12;3;5;11;141;7;3;7;2;17;230;9;8;10;4;19;3;8;6;10;76;11;8;783;73;4;30;117;17;22;830;19;7;1;0;9;1;36;2;0;19;6;0;0;7;2;0;1802;4656;928;5584;58;77;135;
19;Aargau;37;7a;engagiert. EVP – Evangelische Volkspartei;3054;26;2538;5;23;16;1;34;7;2144;17;18;13;13;14;3586;35;88;30;21;59;42;12;9;50;1226;32;33;1763;58;8;6;43;14;4;10;37705;137;41;34;66;37;82;11;650;68;27;75;6;33;45;7;8579;62655;35280;97935;2205;3170;5375;
19;Aargau;38;7b;engagiert. JEVP We. – Junge Evangelische Volkspartei West;141;14;370;17;27;27;14;26;26;40;4;1;2;0;4;128;11;7;7;1;7;7;2;0;6;135;42;6;161;74;4;2;23;19;6;0;759;1002;22;11;46;4;68;3;65;16;18;41;0;7;8;0;2006;5437;1312;6749;82;91;173;
19;Aargau;39;7c;engagiert. JEVP Ost – Junge Evangelische Volkspartei Ost;113;6;88;2;3;6;1;5;3;38;1;0;0;3;3;102;4;6;11;0;2;6;1;3;3;31;3;3;49;20;0;0;4;5;1;3;361;18;248;8;7;3;11;0;48;9;1;5;0;0;2;0;664;1914;704;2618;44;26;70;
19;Aargau;40;7d;engagiert. EVP+ – Evangelische Volkspartei Plus;93;0;119;0;6;2;0;4;2;56;0;9;0;0;5;137;5;9;2;1;9;2;0;2;2;53;10;4;73;5;3;0;7;1;0;0;401;12;6;275;10;3;21;0;28;4;3;10;0;4;4;0;762;2164;1104;3268;69;29;98;
19;Aargau;41;7e;engagiert. für eine starke Pflege (enP);397;12;393;2;14;15;0;34;17;155;11;1;1;3;18;467;15;23;20;6;28;18;13;4;12;200;22;44;318;52;0;1;16;30;3;3;430;31;9;5;1780;26;127;10;42;72;32;12;1;28;22;6;3331;8332;4064;12396;254;172;426;
19;Aargau;42;7f;engagiert. für florierende KMU (enK);276;22;32;2;4;0;2;0;2;122;4;4;5;12;6;179;7;8;8;0;29;9;1;2;8;13;1;1;91;11;0;0;11;1;2;6;301;13;0;0;20;478;35;14;105;20;52;22;1;15;10;0;1404;3371;576;3947;36;44;80;
19;Aargau;43;7g;engagiert. für eine gute Bildung (enB);168;4;628;12;28;22;10;33;43;114;10;2;2;3;7;502;10;29;35;3;34;16;6;4;11;286;35;35;586;122;3;9;53;21;11;9;414;20;11;10;83;13;1716;11;32;53;28;10;0;30;28;2;4078;9445;2816;12261;176;198;374;
19;Aargau;44;7h;engagiert. für eine sichere Energieversorgung (enE);146;4;127;0;4;3;0;7;8;77;2;2;0;1;2;98;4;7;4;2;6;6;0;1;1;55;1;4;181;34;0;3;24;3;8;1;90;3;0;1;11;3;32;213;15;19;10;6;0;8;13;0;1049;2299;912;3211;57;21;78;
19;Aargau;45;8;EDU – Eidgenössisch-Demokratische Union;1923;86;40;0;1;2;0;1;0;156;2;0;2;2;4;140;9;3;7;0;6;6;1;4;5;23;0;1;26;1;0;0;5;0;0;0;316;9;0;4;14;7;16;2;9218;27;52;160;3;13;100;13;1857;14267;17376;31643;1086;822;1908;
19;Aargau;46;9;PPAG – Piratenpartei;441;25;267;10;12;14;15;5;7;121;15;1;6;3;4;151;3;10;9;1;9;12;6;2;5;173;26;16;223;44;4;4;13;2;1;8;28;0;0;0;4;2;19;2;24;3553;95;276;25;93;82;17;1910;7798;3216;11014;201;373;574;
19;Aargau;47;10;LOVB – Lösungs-Orientierte Volks-Bewegung;436;26;25;0;0;0;0;0;1;9;0;2;0;0;2;42;0;2;3;0;2;2;0;0;3;19;0;11;17;5;1;0;1;0;0;0;15;0;1;0;7;8;12;0;45;68;1830;448;10;61;70;32;805;4021;3408;7429;213;190;403;
19;Aargau;48;11;MASS-VOLL! Bewegung für Freiheit, Souveränität & Grundrechte;2546;27;62;2;0;0;2;4;5;91;4;2;0;2;1;57;1;3;0;0;2;4;3;0;5;36;5;6;46;0;0;0;1;2;0;0;46;4;2;0;6;1;4;0;113;172;169;12410;1;56;192;35;2182;18312;12624;30936;789;1057;1846;
19;Aargau;49;12;pda-ag – Partei der Arbeit Aargau;21;1;120;4;0;0;3;2;9;0;0;1;0;0;0;5;0;2;0;0;1;0;0;0;0;34;12;1;9;7;0;0;0;0;0;0;1;0;0;0;4;0;2;0;2;25;3;13;549;5;2;2;393;1233;2288;3521;143;51;194;
19;Aargau;50;13;MuPa – Musikpartei;76;4;87;4;1;1;0;3;4;31;4;0;0;0;0;32;2;0;5;1;3;0;1;2;1;43;9;13;42;5;0;1;1;2;2;2;9;1;1;0;2;2;4;0;4;69;25;56;3;379;21;5;394;1357;912;2269;57;94;151;
19;Aargau;51;14;Partei rechts-punkt.ch;1839;32;18;0;0;1;0;1;0;106;5;0;0;0;1;64;2;2;1;0;5;6;0;1;0;8;0;4;14;0;2;0;0;0;0;0;19;0;0;0;8;1;1;2;28;25;19;257;2;19;1155;9;528;4185;3008;7193;188;232;420;
19;Aargau;52;15;SLÉP – Schweizerische Liberté Égalité Partei;27;0;4;0;0;0;0;0;0;8;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;8;12;22;0;6;18;181;48;354;240;594;15;31;46;
19;Aargau;99;;Listen ohne Listenbezeichnung/listes sans dénomination;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19616
20;Thurgau;1;1;Junge Schweizerische Volkspartei;907;0;44;1;4;6;1;41;52;7;7;52;9;1741;1;7;0;3;0;0;1;0;0;0;4;4;2;4;4;0;7;4;21;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;469;3409;2310;5719;385;248;633;
20;Thurgau;2;2;Junge Evangelische Volkspartei;2;232;7;2;5;4;7;18;17;161;19;56;35;64;0;20;2;5;0;0;5;3;0;1;8;1;2;4;0;1;9;2;1;3;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;230;932;660;1592;110;66;176;
20;Thurgau;3;3;Aufrecht Thurgau;23;0;2950;0;13;2;0;160;30;14;14;34;12;757;0;10;0;2;0;0;0;0;1;0;2;3;0;0;5;0;1;7;179;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;494;4716;4470;9186;745;722;1467;
20;Thurgau;4;4;Sozialdemokratische Partei - Liste 60+;4;1;2;538;25;2;13;1;44;26;119;113;571;79;14;70;16;28;5;11;1;17;7;6;4;5;3;0;7;0;2;0;5;2;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;420;2169;1332;3501;222;179;401;
20;Thurgau;5;5;GRÜNE Landwirtschaft mit Zukunft;4;8;47;24;1305;4;16;9;130;48;733;249;482;237;12;231;19;47;4;9;14;10;17;6;5;9;10;1;15;1;13;1;24;3;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;880;4636;3060;7696;510;383;893;
20;Thurgau;6;6;Jungfreisinnige Thurgau;13;3;4;3;2;341;7;2;366;8;5;102;31;155;1;36;5;0;1;0;1;1;5;10;6;3;5;5;1;1;4;0;12;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;278;1425;372;1797;62;104;166;
20;Thurgau;7;7;Junge Grünliberale;2;5;1;12;20;10;608;0;34;10;100;98;111;22;4;295;5;28;4;19;13;32;16;23;8;6;8;8;15;0;5;0;1;5;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;475;2007;1122;3129;187;206;393;
20;Thurgau;8;8;Eidgenössisch-Demokratische Union;7;5;197;1;2;1;1;3114;74;130;6;96;18;1082;0;23;0;2;0;1;2;0;1;0;2;7;5;2;9;3;3;60;59;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;540;5459;6378;11837;1063;849;1912;
20;Thurgau;9;9;FDP.Die Liberalen Thurgau;34;7;51;29;45;84;19;58;21459;181;269;2090;437;5195;9;598;6;13;9;22;24;14;29;44;10;48;34;38;73;10;70;5;16;21;4;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4416;35485;15072;50557;2512;5087;7599;
20;Thurgau;10;10;Evangelische Volkspartei - Hauptliste;9;37;19;18;17;1;7;155;195;2867;116;380;157;369;19;95;1;7;4;3;3;5;0;1;7;12;20;20;25;7;26;9;10;11;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;874;5517;4818;10335;803;851;1654;
20;Thurgau;11;11;GRÜNE Thurgau - Hauptliste;5;5;46;55;215;4;49;25;463;140;9746;1027;2272;482;37;887;61;158;11;26;33;24;22;25;11;17;25;16;23;9;26;0;29;12;7;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2498;18500;8808;27308;1468;2737;4205;
20;Thurgau;12;12;Die Mitte - Hauptliste;44;20;55;67;133;26;47;175;2073;552;1050;18716;1581;4598;20;1188;13;53;8;24;47;39;54;51;71;95;97;77;154;11;139;9;48;71;27;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5836;37302;13116;50418;2186;5424;7610;
20;Thurgau;13;13;SP - Sozialdemokratische Partei und Gewerkschaften;7;14;11;140;130;11;42;19;317;109;1778;1035;15793;466;22;661;146;142;1;28;11;21;24;23;13;20;7;19;33;2;34;1;33;10;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2611;23743;20178;43921;3363;4076;7439;
20;Thurgau;14;14;Schweizerische Volkspartei;323;11;441;20;63;39;6;939;3688;399;170;2969;336;86020;9;381;2;9;5;5;12;10;19;20;17;118;62;48;89;14;89;46;150;23;7;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8074;104647;85950;190597;14325;17384;31709;
20;Thurgau;15;15;GRÜNE Panther - Senioren;2;6;4;29;46;1;8;4;18;14;400;104;177;49;267;61;16;53;4;3;1;10;7;4;0;4;3;1;9;0;5;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;368;1681;606;2287;101;78;179;
20;Thurgau;16;16;Grünliberale - Stammliste;6;0;8;17;66;14;73;13;571;67;633;808;730;395;6;6928;5;18;4;30;34;25;30;47;9;26;9;9;16;10;17;1;5;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1673;12309;8100;20409;1350;2162;3512;
20;Thurgau;17;17;Jungsozialist*innen/JUSO;1;0;4;8;19;1;10;1;10;4;93;43;428;23;3;28;713;70;0;3;0;2;2;3;4;6;1;0;2;1;2;0;5;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;282;1778;726;2504;121;184;305;
20;Thurgau;18;18;Junge Grüne Thurgau;1;3;4;13;60;2;42;0;24;9;565;52;366;31;18;60;63;698;1;6;3;7;6;3;5;2;6;1;9;0;0;0;4;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;497;2566;1644;4210;274;239;513;
20;Thurgau;19;19;Grünliberale - Senior;0;1;5;4;1;1;4;0;34;5;24;41;21;27;1;72;0;2;102;7;4;5;6;1;0;1;5;2;3;0;1;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104;490;276;766;46;29;75;
20;Thurgau;20;20;Grünliberale - Bezirk Arbon;2;1;0;5;5;5;51;3;31;6;33;57;54;17;2;150;3;5;5;212;3;12;8;13;5;2;0;2;14;0;2;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;224;935;522;1457;87;84;171;
20;Thurgau;21;21;Grünliberale - Bezirk Münchwilen;1;0;3;5;3;0;14;0;34;10;43;85;29;36;0;108;0;1;0;6;267;5;3;4;3;0;4;1;2;0;1;0;2;4;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;173;850;402;1252;67;94;161;
20;Thurgau;22;22;Grünliberale - Bezirk Frauenfeld;4;5;1;5;7;4;37;0;40;12;43;49;79;35;1;182;6;10;3;7;8;250;7;12;3;7;4;3;6;0;8;0;3;2;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;1104;858;1962;143;95;238;
20;Thurgau;23;23;Grünliberale - Bezirk Weinfelden;1;3;0;7;13;6;37;0;33;10;64;73;79;37;7;190;3;16;1;15;2;9;276;14;3;8;2;9;3;0;1;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;330;1256;618;1874;103;97;200;
20;Thurgau;24;24;Grünliberale - Bezirk Kreuzlingen;2;0;1;1;1;5;16;1;73;7;21;100;54;39;1;127;0;0;0;14;5;8;4;245;1;2;6;30;5;3;2;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;267;1045;480;1525;80;102;182;
20;Thurgau;25;25;Die Junge Mitte - Region Thurtal;7;3;7;2;5;7;17;4;54;16;28;458;50;127;0;52;2;6;0;7;4;8;3;10;350;46;7;15;54;11;19;2;2;17;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;533;1940;414;2354;69;114;183;
20;Thurgau;26;26;Die Mitte - Region Thurtal;2;2;14;16;26;3;27;10;91;48;76;796;119;434;3;114;7;9;2;9;5;7;13;3;20;689;11;15;40;8;22;1;5;14;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;847;3514;552;4066;92;210;302;
20;Thurgau;27;27;Die Mitte - Region Münchwilen-Hinterthurgau;3;2;1;4;3;3;12;7;102;27;48;558;45;208;0;67;2;1;0;0;27;2;2;5;6;15;514;19;17;2;37;0;4;26;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;493;2265;924;3189;154;158;312;
20;Thurgau;28;28;Die Mitte - Region Kreuzlingen-Bodensee;7;3;2;8;5;8;10;2;55;17;26;372;55;115;1;84;0;0;0;5;5;13;6;18;11;13;8;374;32;17;18;2;2;7;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;507;1812;594;2406;99;139;238;
20;Thurgau;29;29;Die Mitte - Region Arbon-Oberthurgau;11;2;17;16;8;5;7;6;102;40;44;482;64;237;2;48;0;9;0;10;3;2;2;5;22;23;19;32;864;15;23;4;14;11;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;638;2793;948;3741;158;279;437;
